file,frame,distance_safe,sitting
60cm.h5,650,True,False
60cm.h5,651,True,True
60cm.h5,652,True,True
60cm.h5,653,True,True
60cm.h5,654,True,False
60cm.h5,655,True,False
60cm.h5,656,True,False
60cm.h5,657,True,False
60cm.h5,658,True,False
60cm.h5,659,True,False
60cm.h5,660,True,False
60cm.h5,661,True,False
60cm.h5,662,True,True
60cm.h5,663,True,True
60cm.h5,664,True,False
60cm.h5,665,True,True
60cm.h5,666,True,True
60cm.h5,667,True,True
60cm.h5,668,True,True
60cm.h5,669,True,True
60cm.h5,670,True,True
60cm.h5,671,True,True
60cm.h5,672,True,True
60cm.h5,673,True,True
60cm.h5,674,True,True
60cm.h5,675,True,True
60cm.h5,676,False,True
60cm.h5,677,False,True
60cm.h5,678,False,True
60cm.h5,679,True,True
60cm.h5,680,True,True
60cm.h5,681,True,True
60cm.h5,682,True,True
60cm.h5,683,True,True
60cm.h5,684,True,True
60cm.h5,685,True,True
60cm.h5,686,True,True
60cm.h5,687,True,True
60cm.h5,688,True,True
60cm.h5,689,True,True
60cm.h5,690,False,True
60cm.h5,691,False,True
60cm.h5,692,False,True
60cm.h5,693,False,True
60cm.h5,694,False,True
60cm.h5,695,False,True
60cm.h5,696,False,True
60cm.h5,697,False,True
60cm.h5,698,True,True
60cm.h5,699,True,True
60cm.h5,700,True,True
60cm.h5,701,True,True
60cm.h5,702,True,False
60cm.h5,703,True,True
60cm.h5,704,True,False
60cm.h5,705,True,False
60cm.h5,706,True,True
60cm.h5,707,True,True
60cm.h5,708,True,False
60cm.h5,709,True,False
60cm.h5,710,True,True
60cm.h5,711,True,False
60cm.h5,712,True,False
60cm.h5,713,True,False
60cm.h5,714,True,True
60cm.h5,715,True,False
60cm.h5,716,True,True
60cm.h5,717,True,False
60cm.h5,718,True,True
60cm.h5,719,True,False
60cm.h5,720,True,True
60cm.h5,721,True,True
60cm.h5,722,True,True
60cm.h5,723,True,False
60cm.h5,724,True,True
60cm.h5,725,True,True
